"year","league","club","sum_in","sum_out"
"1996","russian_premier_liga","Zenit St. Petersburg","0.041","0"
"1996","russian_premier_liga","Zhemchuzhina Sochi","0","0"
"1997","english_premier_league","Arsenal FC","19.838","1.098"
"1997","english_premier_league","Aston Villa","9.45","3.016"
"1997","english_premier_league","Barnsley FC","5.848","1.201"
"1997","english_premier_league","Blackburn Rovers","9.113","25.05"
"1997","english_premier_league","Bolton Wanderers","13.396","1.723"
"1997","english_premier_league","Chelsea FC","16.025","2.295"
"1997","english_premier_league","Coventry City","7.565","2.93"
"1997","english_premier_league","Crystal Palace","12.335","5.485"
"1997","english_premier_league","Derby County","2.075","2.796"
"1997","english_premier_league","Everton FC","7.137","12.83"
"1997","english_premier_league","Leeds United","14.315","4.82"
"1997","english_premier_league","Leicester City","2.295","1.148"
"1997","english_premier_league","Liverpool FC","16.7","11.718"
"1997","english_premier_league","Manchester United","12.195","1.121"
"1997","english_premier_league","Newcastle United","30.239","14.876"
"1997","english_premier_league","Sheffield Wednesday","8.807","2.79"
"1997","english_premier_league","Southampton FC","5.56","6.823"
"1997","english_premier_league","Tottenham Hotspur","15.935","5.175"
"1997","english_premier_league","West Ham United","11.348","1.8"
"1997","english_premier_league","Wimbledon FC","4.283","10.079"
"1997","spanish_primera_division","Athletic Bilbao","10.8","4.05"
"1997","spanish_primera_division","Atlético Madrid","15.8","0"
"1997","spanish_primera_division","CD Tenerife","12.6","4.77"
"1997","spanish_primera_division","Celta de Vigo","0.72","0"
"1997","spanish_primera_division","CP Mérida","0","4.33"
"1997","spanish_primera_division","Deportivo de La Coruña","17.64","21.15"
"1997","spanish_primera_division","FC Barcelona","53.28","38.07"
"1997","spanish_primera_division","Racing Santander","0","0"
"1997","spanish_primera_division","RCD Espanyol Barcelona","4.77","0"
"1997","spanish_primera_division","RCD Mallorca","0.9","0.09"
"1997","spanish_primera_division","Real Betis Balompié","1.62","10.8"
"1997","spanish_primera_division","Real Madrid","23.68","0"
"1997","spanish_primera_division","Real Oviedo","1.35","0"
"1997","spanish_primera_division","Real Sociedad","0","0"
"1997","spanish_primera_division","Real Valladolid CF","1.8","0"
"1997","spanish_primera_division","Real Zaragoza","0","0"
"1997","spanish_primera_division","SD Compostela","0","0"
"1997","spanish_primera_division","Sporting Gijón","1.8","0"
"1997","spanish_primera_division","UD Salamanca","0.81","0"
"1997","spanish_primera_division","Valencia CF","17.69","5.49"
"1997","german_bundesliga_1","1. FC Köln","0.99","2.205"
"1997","german_bundesliga_1","1.FC Kaiserslautern","4.343","0"
"1997","german_bundesliga_1","Arminia Bielefeld","0","0.36"
"1997","german_bundesliga_1","Bayer 04 Leverkusen","9.514","10.193"
"1997","german_bundesliga_1","Bayern Munich","14.31","5.42"
"1997","german_bundesliga_1","Borussia Dortmund","0","11.7"
"1997","german_bundesliga_1","Borussia Mönchengladbach","0","0.36"
"1997","german_bundesliga_1","FC Hansa Rostock","1.62","4.415"
"1997","german_bundesliga_1","FC Schalke 04","2.12","0"
"1997","german_bundesliga_1","Hamburger SV","6.508","2.862"
"1997","german_bundesliga_1","Hertha BSC","5.715","0"
"1997","german_bundesliga_1","Karlsruher SC","2.16","4.41"
"1997","german_bundesliga_1","MSV Duisburg","0.338","0.788"
"1997","german_bundesliga_1","SV Werder Bremen","2.025","1.845"
"1997","german_bundesliga_1","TSV 1860 Munich","1.418","0"
"1997","german_bundesliga_1","VfB Stuttgart","6.08","7.673"
"1997","german_bundesliga_1","VfL Bochum","0","0"
"1997","german_bundesliga_1","VfL Wolfsburg","0.675","0"
"1997","italian_serie_a","AC Fiorentina","8.28","5.4"
"1997","italian_serie_a","AC Parma","8.55","6.75"
"1997","italian_serie_a","AS Bari","0","0"
"1997","italian_serie_a","AS Roma","20.11","12.42"
"1997","italian_serie_a","Atalanta BC","0","23.02"
"1997","italian_serie_a","Bologna FC 1909","0","0"
"1997","italian_serie_a","Brescia Calcio","0","0"
"1997","italian_serie_a","FC Empoli","0.72","0"
"1997","italian_serie_a","FC Internazionale","65.43","16.02"
"1997","italian_serie_a","Juventus FC","20.885","22.15"
"1997","italian_serie_a","Milan AC","33.365","31.156"
"1997","italian_serie_a","Piacenza FC","0","0.585"
"1997","italian_serie_a","SS Lazio","10.935","5.38"
"1997","italian_serie_a","SSC Napoli","0","3.24"
"1997","italian_serie_a","UC Sampdoria","3.96","15.84"
"1997","italian_serie_a","Udinese Calcio","4.05","0"
"1997","italian_serie_a","US Lecce","0","0"
"1997","italian_serie_a","Vicenza Calcio","0.675","1.8"
"1997","french_ligue_1","AC Le Havre","0","1.8"
"1997","french_ligue_1","AJ Auxerre","0.684","6.93"
"1997","french_ligue_1","AS Cannes","0","0.338"
"1997","french_ligue_1","AS Monaco","11.21","22.96"
"1997","french_ligue_1","EA Guingamp","0","0"
"1997","french_ligue_1","FC Girondins Bordeaux","0","13.05"
"1997","french_ligue_1","FC Metz","0","0"
"1997","french_ligue_1","FC Nantes","0","0"
"1997","french_ligue_1","FC Toulouse","0","0"
"1997","french_ligue_1","HSC Montpellier","0","0"
"1997","french_ligue_1","LB Châteauroux","0","1.42"
"1997","french_ligue_1","Olympique Lyon","0","13.05"
"1997","french_ligue_1","Olympique Marseille","16.11","1.575"
"1997","french_ligue_1","Paris Saint-Germain","10.42","11.25"
"1997","french_ligue_1","RC Lens","0","0"
"1997","french_ligue_1","RC Strasbourg Alsace","0.855","3.42"
"1997","french_ligue_1","SC Bastia","0","0"
"1997","french_ligue_1","Stade Rennais FC","1.08","1.103"
"1997","english_championship","Barnsley FC","5.848","1.201"
"1997","english_championship","Birmingham City","6.193","4.599"
"1997","english_championship","Blackburn Rovers","9.113","25.05"
"1997","english_championship","Brentford FC","0.343","1.699"
"1997","english_championship","Bristol City","0.743","1.242"
"1997","english_championship","Cardiff City","0.132","0"
"1997","english_championship","Charlton Athletic","1.638","0.323"
"1997","english_championship","Derby County","2.075","2.796"
"1997","english_championship","Fulham FC","9.657","0.217"
"1997","english_championship","Huddersfield Town","1.112","0.27"
"1997","english_championship","Hull City","0","0.041"
"1997","english_championship","Leeds United","14.315","4.82"
"1997","english_championship","Luton Town","1.134","3.6"
"1997","english_championship","Middlesbrough FC","15.384","9.174"
"1997","english_championship","Millwall FC","0.667","0.256"
"1997","english_championship","Nottingham Forest","6.48","4.01"
"1997","english_championship","Preston North End","1.026","2.03"
"1997","english_championship","Queens Park Rangers","1.706","4.717"
"1997","english_championship","Reading FC","3.004","0"
"1997","english_championship","Sheffield Wednesday","8.807","2.79"
"1997","english_championship","Stoke City","0.675","2.25"
"1997","english_championship","Swansea City","0.041","0.54"
"1997","english_championship","West Bromwich Albion","4.362","2.532"
"1997","english_championship","Wigan Athletic","0.314","0.06"
"1997","portugese_liga_nos","Académica Coimbra","0","0"
"1997","portugese_liga_nos","Belenenses SAD","0","0.18"
"1997","portugese_liga_nos","Boavista Porto FC","0.046","2.5"
"1997","portugese_liga_nos","CF Estrela Amadora","0","0"
"1997","portugese_liga_nos","CS Marítimo","0","0"
"1997","portugese_liga_nos","FC Porto","0.63","10.71"
"1997","portugese_liga_nos","GD Chaves","0","0"
"1997","portugese_liga_nos","Leça FC","0","0"
"1997","portugese_liga_nos","Rio Ave FC","0","0"
"1997","portugese_liga_nos","SC Braga","0","0"
"1997","portugese_liga_nos","SC Campomaiorense","0","0"
"1997","portugese_liga_nos","SC Farense","0","0"
"1997","portugese_liga_nos","SC Salgueiros","0","0"
"1997","portugese_liga_nos","SL Benfica","8.19","0.9"
"1997","portugese_liga_nos","Sporting CP","0.9","4.32"
"1997","portugese_liga_nos","Varzim Sport Club","0","0"
"1997","portugese_liga_nos","Vitória Guimarães SC","0","0"
"1997","portugese_liga_nos","Vitória Setúbal FC","0","0.63"
"1997","dutch_eredivisie","Ajax Amsterdam","18.07","8.55"
"1997","dutch_eredivisie","De Graafschap Doetinchem","0","0"
"1997","dutch_eredivisie","FC Groningen","0","0"
"1997","dutch_eredivisie","FC Twente Enschede","0","0.45"
"1997","dutch_eredivisie","FC Utrecht","0","0.54"
"1997","dutch_eredivisie","FC Volendam","0","0"
"1997","dutch_eredivisie","Feyenoord Rotterdam","8.64","6.24"
"1997","dutch_eredivisie","Fortuna Sittard","0","0.81"
"1997","dutch_eredivisie","MVV Maastricht","0.45","0"
"1997","dutch_eredivisie","NAC Breda","0.45","0"
"1997","dutch_eredivisie","NEC Nijmegen","0","0"
"1997","dutch_eredivisie","PSV Eindhoven","4.185","0.9"
"1997","dutch_eredivisie","RKC Waalwijk","0","0"
"1997","dutch_eredivisie","Roda JC Kerkrade","0","3.425"
"1997","dutch_eredivisie","SC Heerenveen","1.42","4.68"
"1997","dutch_eredivisie","Sparta Rotterdam","0","0"
"1997","dutch_eredivisie","Vitesse Arnhem","1.44","5.4"
"1997","dutch_eredivisie","Willem II Tilburg","0","2.43"
"1997","russian_premier_liga","Alania Vladikavkaz","0.243","0"
"1997","russian_premier_liga","Baltika Kaliningrad","0","0.037"
"1997","russian_premier_liga","Chernomorets Novorossijsk","0","0"
"1997","russian_premier_liga","CSKA Moscow","0.068","0"
"1997","russian_premier_liga","Dinamo Moscow","0","0"
"1997","russian_premier_liga","FK Tyumen","0","0"
"1997","russian_premier_liga","Krylya Sovetov Samara","0","0"
"1997","russian_premier_liga","Lokomotiv Moscow","0.163","0.54"
"1997","russian_premier_liga","Rostselmash Rostov","0","0"
"1997","russian_premier_liga","Rotor Volgograd","0.068","0"
"1997","russian_premier_liga","Shinnik Yaroslavl","0.036","0.068"
"1997","russian_premier_liga","Spartak Moscow","0.135","0.068"
"1997","russian_premier_liga","Torpedo Moscow","0","1.206"
"1997","russian_premier_liga","Uralan Elista","0","0"
"1997","russian_premier_liga","Zenit St. Petersburg","0.095","0"
"1997","russian_premier_liga","Zhemchuzhina Sochi","0","0"
"1998","english_premier_league","Arsenal FC","16.84","0.675"
"1998","english_premier_league","Aston Villa","37.846","22.49"
"1998","english_premier_league","Blackburn Rovers","50.77","14.446"
"1998","english_premier_league","Charlton Athletic","3.551","0.27"
"1998","english_premier_league","Chelsea FC","24.8","11.475"
"1998","english_premier_league","Coventry City","6.926","11.52"
"1998","english_premier_league","Derby County","4.186","14.545"
"1998","english_premier_league","Everton FC","26.43","11.295"
"1998","english_premier_league","Leeds United","7.61","0.18"
"1998","english_premier_league","Leicester City","8.01","0"
"1998","english_premier_league","Liverpool FC","12.045","6.325"
"1998","english_premier_league","Manchester United","40.28","5.445"
"1998","english_premier_league","Middlesbrough FC","10.88","12.6"
"1998","english_premier_league","Newcastle United","37.219","26.87"
"1998","english_premier_league","Nottingham Forest","7.66","16.338"
"1998","english_premier_league","Sheffield Wednesday","4.149","2.81"
"1998","english_premier_league","Southampton FC","6.575","11.35"
"1998","english_premier_league","Tottenham Hotspur","8.8","1.621"
"1998","english_premier_league","West Ham United","9.979","17.114"
"1998","english_premier_league","Wimbledon FC","15.08","0"
"1998","spanish_primera_division","Athletic Bilbao","0","0"
"1998","spanish_primera_division","Atlético Madrid","13.32","27.32"
"1998","spanish_primera_division","CD Tenerife","7.56","0"
"1998","spanish_primera_division","Celta de Vigo","1.8","0"
"1998","spanish_primera_division","CF Extremadura","1.08","0"
"1998","spanish_primera_division","Deportivo Alavés","1.035","0"
"1998","spanish_primera_division","Deportivo de La Coruña","12.69","0.675"
"1998","spanish_primera_division","FC Barcelona","43.92","24.21"
"1998","spanish_primera_division","Racing Santander","2.423","3.6"
"1998","spanish_primera_division","RCD Espanyol Barcelona","0","11.03"
"1998","spanish_primera_division","RCD Mallorca","2.16","6.12"
"1998","spanish_primera_division","Real Betis Balompié","35.1","0"
"1998","spanish_primera_division","Real Madrid","3.6","10.26"
"1998","spanish_primera_division","Real Oviedo","0","0.45"
"1998","spanish_primera_division","Real Sociedad","0","0"
"1998","spanish_primera_division","Real Valladolid CF","2.97","0"
"1998","spanish_primera_division","Real Zaragoza","0","0.315"
"1998","spanish_primera_division","UD Salamanca","2.03","0"
"1998","spanish_primera_division","Valencia CF","5.85","4.158"
"1998","spanish_primera_division","Villarreal CF","4.05","0"
"1998","german_bundesliga_1","1.FC Kaiserslautern","1.738","1.58"
"1998","german_bundesliga_1","1.FC Nuremberg","3.043","0.113"
"1998","german_bundesliga_1","Bayer 04 Leverkusen","7.92","1.35"
"1998","german_bundesliga_1","Bayern Munich","6.85","7.718"
"1998","german_bundesliga_1","Borussia Dortmund","13.41","13.543"
"1998","german_bundesliga_1","Borussia Mönchengladbach","3.51","5.14"
"1998","german_bundesliga_1","Eintracht Frankfurt","0.882","0"
"1998","german_bundesliga_1","FC Hansa Rostock","1.536","2.115"
"1998","german_bundesliga_1","FC Schalke 04","5.495","3.96"
"1998","german_bundesliga_1","Hamburger SV","2.205","1.797"
"1998","german_bundesliga_1","Hertha BSC","4.838","1.441"
"1998","german_bundesliga_1","MSV Duisburg","1.463","4.095"
"1998","german_bundesliga_1","SC Freiburg","0.6","0.018"
"1998","german_bundesliga_1","SV Werder Bremen","5.455","2.705"
"1998","german_bundesliga_1","TSV 1860 Munich","1.989","3.196"
"1998","german_bundesliga_1","VfB Stuttgart","2.16","4.41"
"1998","german_bundesliga_1","VfL Bochum","0.788","4.501"
"1998","german_bundesliga_1","VfL Wolfsburg","3.254","0.405"
"1998","italian_serie_a","AC Fiorentina","12.42","13.5"
"1998","italian_serie_a","AC Parma","27.27","8.325"
"1998","italian_serie_a","AC Perugia","3.15","2.7"
"1998","italian_serie_a","AC Venezia 1907","0","0"
"1998","italian_serie_a","AS Bari","0","19.8"
"1998","italian_serie_a","AS Roma","9.45","0.405"
"1998","italian_serie_a","Bologna FC 1909","2.32","4.86"
"1998","italian_serie_a","Cagliari Calcio","4.05","0"
"1998","italian_serie_a","FC Empoli","0","0"
"1998","italian_serie_a","FC Internazionale","64.39","5.63"
"1998","italian_serie_a","Juventus FC","23.54","0.082"
"1998","italian_serie_a","Milan AC","34.02","28.085"
"1998","italian_serie_a","Piacenza FC","0","0"
"1998","italian_serie_a","SS Lazio","92.645","14.4"
"1998","italian_serie_a","UC Sampdoria","3.15","33.75"
"1998","italian_serie_a","Udinese Calcio","0","18.9"
"1998","italian_serie_a","US Salernitana 1919","4.882","3.22"
"1998","italian_serie_a","Vicenza Calcio","0","0"
"1998","french_ligue_1","AC Le Havre","0","6.75"
"1998","french_ligue_1","AJ Auxerre","0","4.95"
"1998","french_ligue_1","AS Monaco","1.35","14.63"
"1998","french_ligue_1","AS Nancy-Lorraine","0","0"
"1998","french_ligue_1","FC Girondins Bordeaux","2.97","2.7"
"1998","french_ligue_1","FC Lorient","0","0"
"1998","french_ligue_1","FC Metz","0","6.21"
"1998","french_ligue_1","FC Nantes","0","0"
"1998","french_ligue_1","FC Sochaux-Montbéliard","0","0"
"1998","french_ligue_1","FC Toulouse","0","0"
"1998","french_ligue_1","HSC Montpellier","0","9.05"
"1998","french_ligue_1","Olympique Lyon","6.75","0"
"1998","french_ligue_1","Olympique Marseille","5.4","0"
"1998","french_ligue_1","Paris Saint-Germain","19.44","13.12"
"1998","french_ligue_1","RC Lens","11.61","9.9"
"1998","french_ligue_1","RC Strasbourg Alsace","0","8.59"
"1998","french_ligue_1","SC Bastia","1.908","3.24"
"1998","french_ligue_1","Stade Rennais FC","5.4","7.69"
"1998","english_championship","Barnsley FC","2.363","6.763"
"1998","english_championship","Birmingham City","2.62","1.08"
"1998","english_championship","Blackburn Rovers","50.77","14.446"
"1998","english_championship","Brentford FC","1.649","0.169"
"1998","english_championship","Bristol City","2.174","0.016"
"1998","english_championship","Cardiff City","0.054","0.338"
"1998","english_championship","Charlton Athletic","3.551","0.27"
"1998","english_championship","Derby County","4.186","14.545"
"1998","english_championship","Fulham FC","4.536","1.404"
"1998","english_championship","Huddersfield Town","2.344","0.456"
"1998","english_championship","Hull City","0.041","0"
"1998","english_championship","Leeds United","7.61","0.18"
"1998","english_championship","Luton Town","0","0.869"
"1998","english_championship","Middlesbrough FC","10.88","12.6"
"1998","english_championship","Millwall FC","0","0"
"1998","english_championship","Nottingham Forest","7.66","16.338"
"1998","english_championship","Preston North End","0.073","0"
"1998","english_championship","Queens Park Rangers","0.016","3.853"
"1998","english_championship","Reading FC","1.462","0.829"
"1998","english_championship","Sheffield Wednesday","4.149","2.81"
"1998","english_championship","Stoke City","0","0.279"
"1998","english_championship","Swansea City","0","0"
"1998","english_championship","West Bromwich Albion","0.269","0.159"
"1998","english_championship","Wigan Athletic","0.698","0"
"1998","portugese_liga_nos","Académica Coimbra","0","0"
"1998","portugese_liga_nos","Boavista Porto FC","0","0"
"1998","portugese_liga_nos","CF Estrela Amadora","0","0"
"1998","portugese_liga_nos","CS Marítimo","0","0"
"1998","portugese_liga_nos","FC Alverca","0.135","0"
"1998","portugese_liga_nos","FC Porto","8.22","9.293"
"1998","portugese_liga_nos","GD Chaves","0","0"
"1998","portugese_liga_nos","Rio Ave FC","0.09","0"
"1998","portugese_liga_nos","SC Beira-Mar","0","0"
"1998","portugese_liga_nos","SC Braga","0.315","0"
"1998","portugese_liga_nos","SC Campomaiorense","0","0"
"1998","portugese_liga_nos","SC Farense","0","0"
"1998","portugese_liga_nos","SC Salgueiros","0","0"
"1998","portugese_liga_nos","SL Benfica","3.53","13.3"
"1998","portugese_liga_nos","Sporting CP","0","1.8"
"1998","portugese_liga_nos","União de Leiria","0","0"
"1998","portugese_liga_nos","Vitória Guimarães SC","0","0.135"
"1998","portugese_liga_nos","Vitória Setúbal FC","0","0"
"1998","dutch_eredivisie","Ajax Amsterdam","7.2","13.5"
"1998","dutch_eredivisie","AZ Alkmaar","0","0"
"1998","dutch_eredivisie","Cambuur-Leeuwarden bvo","0","0"
"1998","dutch_eredivisie","De Graafschap Doetinchem","0","0.27"
"1998","dutch_eredivisie","FC Twente Enschede","0.648","0.9"
"1998","dutch_eredivisie","FC Utrecht","0.135","0"
"1998","dutch_eredivisie","Feyenoord Rotterdam","2.88","7.965"
"1998","dutch_eredivisie","Fortuna Sittard","0","0"
"1998","dutch_eredivisie","MVV Maastricht","0","0.342"
"1998","dutch_eredivisie","NAC Breda","0","1.244"
"1998","dutch_eredivisie","NEC Nijmegen","0.135","0"
"1998","dutch_eredivisie","PSV Eindhoven","15.885","35.55"
"1998","dutch_eredivisie","RKC Waalwijk","0.409","0.405"
"1998","dutch_eredivisie","Roda JC Kerkrade","0.342","0"
"1998","dutch_eredivisie","SC Heerenveen","1.922","6.31"
"1998","dutch_eredivisie","Sparta Rotterdam","0.01","1.922"
"1998","dutch_eredivisie","Vitesse Arnhem","0","0.54"
"1998","dutch_eredivisie","Willem II Tilburg","0.405","2.88"
"1998","russian_premier_liga","Alania Vladikavkaz","1.08","0"
"1998","russian_premier_liga","Chernomorets Novorossijsk","0.045","0"
"1998","russian_premier_liga","CSKA Moscow","0","0"
"1998","russian_premier_liga","Dinamo Moscow","0.315","0"
"1998","russian_premier_liga","Krylya Sovetov Samara","0","0"
"1998","russian_premier_liga","Lokomotiv Moscow","0","0"
"1998","russian_premier_liga","Lokomotiv Nizhniy Novgorod","0","0"
"1998","russian_premier_liga","Rostselmash Rostov","0","0"
"1998","russian_premier_liga","Rotor Volgograd","0","0.135"
"1998","russian_premier_liga","Saturn Ramenskoe","0","0"
"1998","russian_premier_liga","Shinnik Yaroslavl","0","0"
"1998","russian_premier_liga","Spartak Moscow","0","6.3"
"1998","russian_premier_liga","Torpedo Moscow","0","0"
"1998","russian_premier_liga","Uralan Elista","0","0"
"1998","russian_premier_liga","Zenit St. Petersburg","0","0"
"1998","russian_premier_liga","Zhemchuzhina Sochi","0","0"
"1999","english_premier_league","Arsenal FC","20.39","37.395"
"1999","english_premier_league","Aston Villa","8.64","4.788"
"1999","english_premier_league","Bradford City","2.418","0.746"
"1999","english_premier_league","Chelsea FC","23.723","6.215"
"1999","english_premier_league","Coventry City","17.625","13.865"
"1999","english_premier_league","Derby County","14.76","6.89"
"1999","english_premier_league","Everton FC","7.11","18.305"
"1999","english_premier_league","Leeds United","32.14","20.025"
"1999","english_premier_league","Leicester City","5.67","14.918"
"1999","english_premier_league","Liverpool FC","45.54","10.418"
"1999","english_premier_league","Manchester United","7.16","0.315"
"1999","english_premier_league","Middlesbrough FC","9.29","12.465"
"1999","english_premier_league","Newcastle United","23.805","19.715"
"1999","english_premier_league","Sheffield Wednesday","7.2","3.633"
"1999","english_premier_league","Southampton FC","3.083","0.635"
"1999","english_premier_league","Sunderland AFC","15.029","10.89"
"1999","english_premier_league","Tottenham Hotspur","15.3","1.62"
"1999","english_premier_league","Watford FC","3.29","0.443"
"1999","english_premier_league","West Ham United","12.101","9.95"
"1999","english_premier_league","Wimbledon FC","7.43","7.81"
"1999","spanish_primera_division","Athletic Bilbao","0","0"
"1999","spanish_primera_division","Atlético Madrid","31.77","20.3"
"1999","spanish_primera_division","CD Numancia","0","0"
"1999","spanish_primera_division","Celta de Vigo","13.964","6.12"
"1999","spanish_primera_division","Deportivo Alavés","1.845","0"
"1999","spanish_primera_division","Deportivo de La Coruña","23.49","18.1"
"1999","spanish_primera_division","FC Barcelona","19.8","31.86"
"1999","spanish_primera_division","Málaga CF","0","0"
"1999","spanish_primera_division","Racing Santander","5.4","6.84"
"1999","spanish_primera_division","Rayo Vallecano","1.89","0"
"1999","spanish_primera_division","RCD Espanyol Barcelona","2.52","6.57"
"1999","spanish_primera_division","RCD Mallorca","11.97","19.53"
"1999","spanish_primera_division","Real Betis Balompié","3.42","0"
"1999","spanish_primera_division","Real Madrid","64.89","52.57"
"1999","spanish_primera_division","Real Oviedo","0","6.66"
"1999","spanish_primera_division","Real Sociedad","1.35","15.3"
"1999","spanish_primera_division","Real Valladolid CF","0","0"
"1999","spanish_primera_division","Real Zaragoza","0","3.51"
"1999","spanish_primera_division","Sevilla FC","0","0"
"1999","spanish_primera_division","Valencia CF","15.39","7.2"
"1999","german_bundesliga_1","1.FC Kaiserslautern","4.365","6.198"
"1999","german_bundesliga_1","Arminia Bielefeld","2.295","3.105"
"1999","german_bundesliga_1","Bayer 04 Leverkusen","18.23","1.215"
"1999","german_bundesliga_1","Bayern Munich","14.9","3.105"
"1999","german_bundesliga_1","Borussia Dortmund","24.715","4.455"
"1999","german_bundesliga_1","Eintracht Frankfurt","10.4","1.58"
"1999","german_bundesliga_1","FC Hansa Rostock","3.156","7.56"
"1999","german_bundesliga_1","FC Schalke 04","19.27","4.933"
"1999","german_bundesliga_1","Hamburger SV","1.536","0.586"
"1999","german_bundesliga_1","Hertha BSC","15.638","0.09"
"1999","german_bundesliga_1","MSV Duisburg","1.242","0"
"1999","german_bundesliga_1","SC Freiburg","0.617","0.086"
"1999","german_bundesliga_1","SpVgg Unterhaching","0.383","0.122"
"1999","german_bundesliga_1","SSV Ulm 1846","0.765","0"
"1999","german_bundesliga_1","SV Werder Bremen","1.845","0.18"
"1999","german_bundesliga_1","TSV 1860 Munich","2.57","4.37"
"1999","german_bundesliga_1","VfB Stuttgart","9.488","10.4"
"1999","german_bundesliga_1","VfL Wolfsburg","5.082","3.537"
"1999","italian_serie_a","AC Fiorentina","22.23","1.8"
"1999","italian_serie_a","AC Parma","48.77","52.11"
"1999","italian_serie_a","AC Perugia","3.72","24.02"
"1999","italian_serie_a","AC Venezia 1907","5.85","0"
"1999","italian_serie_a","AS Bari","0","7.2"
"1999","italian_serie_a","AS Roma","59.845","9.225"
"1999","italian_serie_a","Bologna FC 1909","0.675","0"
"1999","italian_serie_a","Cagliari Calcio","0.585","9"
"1999","italian_serie_a","FC Internazionale","127.97","23.885"
"1999","italian_serie_a","Hellas Verona","1.98","0"
"1999","italian_serie_a","Juventus FC","34.83","33.39"
"1999","italian_serie_a","Milan AC","54.63","10.035"
"1999","italian_serie_a","Piacenza FC","3.38","0"
"1999","italian_serie_a","Reggina Calcio","0","0"
"1999","italian_serie_a","SS Lazio","33.75","41.83"
"1999","italian_serie_a","Torino Calcio","1.35","0.9"
"1999","italian_serie_a","Udinese Calcio","24.84","26.73"
"1999","italian_serie_a","US Lecce","0","0"
"1999","french_ligue_1","AC Le Havre","0.405","0.81"
"1999","french_ligue_1","AJ Auxerre","3.47","0"
"1999","french_ligue_1","AS Monaco","12.24","6.075"
"1999","french_ligue_1","AS Nancy-Lorraine","0","3.42"
"1999","french_ligue_1","AS Saint-Étienne","2.07","0"
"1999","french_ligue_1","Association Troyes Aube Champagne","0.81","0"
"1999","french_ligue_1","CS Sedan-Ardennes","0","0"
"1999","french_ligue_1","FC Girondins Bordeaux","18.505","2.76"
"1999","french_ligue_1","FC Metz","3.42","0"
"1999","french_ligue_1","FC Nantes","0.45","0"
"1999","french_ligue_1","HSC Montpellier","0","0"
"1999","french_ligue_1","Olympique Lyon","24.3","5.195"
"1999","french_ligue_1","Olympique Marseille","24.03","17.348"
"1999","french_ligue_1","Paris Saint-Germain","2.76","13.37"
"1999","french_ligue_1","RC Lens","5.4","23.265"
"1999","french_ligue_1","RC Strasbourg Alsace","6.77","0.113"
"1999","french_ligue_1","SC Bastia","0","0"
"1999","french_ligue_1","Stade Rennais FC","0","0.338"
"1999","english_championship","Barnsley FC","1.215","0.297"
"1999","english_championship","Birmingham City","2.534","0.985"
"1999","english_championship","Blackburn Rovers","6.055","25.398"
"1999","english_championship","Brentford FC","0.45","3.476"
"1999","english_championship","Bristol City","0.771","5.751"
"1999","english_championship","Cardiff City","0.149","0.052"
"1999","english_championship","Charlton Athletic","5.243","6.134"
"1999","english_championship","Derby County","14.76","6.89"
"1999","english_championship","Fulham FC","6.078","0.324"
"1999","english_championship","Huddersfield Town","2.011","3.71"
"1999","english_championship","Hull City","0.041","0.597"
"1999","english_championship","Leeds United","32.14","20.025"
"1999","english_championship","Luton Town","0","1.35"
"1999","english_championship","Middlesbrough FC","9.29","12.465"
"1999","english_championship","Millwall FC","0.945","0"
"1999","english_championship","Nottingham Forest","9.894","5.96"
"1999","english_championship","Preston North End","0","0.041"
"1999","english_championship","Queens Park Rangers","0","0"
"1999","english_championship","Reading FC","2.227","0.27"
"1999","english_championship","Sheffield Wednesday","7.2","3.633"
"1999","english_championship","Stoke City","0.99","0.45"
"1999","english_championship","Swansea City","0","0.034"
"1999","english_championship","West Bromwich Albion","1.078","3.649"
"1999","english_championship","Wigan Athletic","1.007","0.105"
"1999","portugese_liga_nos","Belenenses SAD","0","0"
"1999","portugese_liga_nos","Boavista Porto FC","0","0"
"1999","portugese_liga_nos","CD Santa Clara","0","0"
"1999","portugese_liga_nos","CF Estrela Amadora","0","0"
"1999","portugese_liga_nos","CS Marítimo","0","0"
"1999","portugese_liga_nos","FC Alverca","0","0"
"1999","portugese_liga_nos","FC Porto","5.94","12.15"
"1999","portugese_liga_nos","Gil Vicente FC","0","0"
"1999","portugese_liga_nos","Rio Ave FC","0","0"
"1999","portugese_liga_nos","SC Braga","0","0"
"1999","portugese_liga_nos","SC Campomaiorense","0","0"
"1999","portugese_liga_nos","SC Farense","0","0"
"1999","portugese_liga_nos","SC Salgueiros","0","0"
"1999","portugese_liga_nos","SL Benfica","2.25","1.89"
"1999","portugese_liga_nos","Sporting CP","1.13","2.7"
"1999","portugese_liga_nos","União de Leiria","0.135","0"
"1999","portugese_liga_nos","Vitória Guimarães SC","0","0"
"1999","portugese_liga_nos","Vitória Setúbal FC","0","0"
"1999","dutch_eredivisie","Ajax Amsterdam","21.33","21.6"
"1999","dutch_eredivisie","AZ Alkmaar","0.36","0.135"
"1999","dutch_eredivisie","Cambuur-Leeuwarden bvo","0","0.203"
"1999","dutch_eredivisie","De Graafschap Doetinchem","0","1.845"
"1999","dutch_eredivisie","FC Den Bosch","0","0"
"1999","dutch_eredivisie","FC Twente Enschede","0.9","3.42"
"1999","dutch_eredivisie","FC Utrecht","0.585","5.76"
